1,-576458011679,1.4986,-0.7,-0.7
2,-576458011515,1.4731999999999998,-0.7,-0.7
3,-576458011354,1.4986,-0.7,-0.7
4,-576458011188,1.4986,-0.7,-0.7
5,-576458011026,1.4731999999999998,-0.7,-0.7
6,-576458010697,1.4223999999999999,-0.7,-0.7
7,-576458010535,1.3716,-0.7,-0.7
8,-576458010369,1.3208,-0.7,-0.7
9,-576458010206,1.27,-0.7,-0.7
10,-576458008549,0.4064,-0.7,-0.7
11,-576458008198,0.30479999999999996,-0.7,-0.7
12,-576458008035,0.30479999999999996,-0.7,-0.7
13,-576458007865,0.254,-0.7,-0.7
14,-576458004555,1.4986,-0.7,-0.7
15,-576458004391,1.4986,-0.7,-0.7
16,-576458004061,1.4731999999999998,-0.7,-0.7
17,-576458003898,1.4986,-0.7,-0.7
18,-576458003730,1.4223999999999999,-0.7,-0.7
19,-576458003061,1.2446,-0.7,-0.7
20,-576458001413,0.381,-0.7,-0.7
21,-576458001249,0.3302,-0.7,-0.7
22,-576458001079,0.30479999999999996,-0.7,-0.7
23,-576458000912,0.254,-0.7,-0.7
24,-576458000744,0.2794,-0.7,-0.7
25,-576457997616,1.4986,-0.7,-0.7
26,-576457997453,1.4986,-0.7,-0.7
27,-576457997282,1.4986,-0.7,-0.7
28,-576457997098,1.4986,-0.7,-0.7
29,-576457996931,1.4731999999999998,-0.7,-0.7
30,-576457996768,1.4731999999999998,-0.7,-0.7
31,-576457996596,1.397,-0.7,-0.7
32,-576457996250,1.2953999999999999,-0.7,-0.7
33,-576457996084,1.27,-0.7,-0.7
34,-576457995915,1.2191999999999998,-0.7,-0.7
35,-576457994263,0.3302,-0.7,-0.7
36,-576457994097,0.30479999999999996,-0.7,-0.7
37,-576457993931,0.254,-0.7,-0.7
38,-576457993758,0.2794,-0.7,-0.7
39,-576457993422,0.381,-0.7,-0.7
40,-576457990634,1.4986,-0.7,-0.7
41,-576457990472,1.4986,-0.7,-0.7
42,-576457990309,1.4986,-0.7,-0.7
43,-576457990135,1.524,-0.7,-0.7
44,-576457989975,1.4986,-0.7,-0.7
45,-576457989814,1.4731999999999998,-0.7,-0.7
46,-576457989645,1.4223999999999999,-0.7,-0.7
47,-576457989483,1.3716,-0.7,-0.7
48,-576457987496,0.4064,-0.7,-0.7
49,-576457987333,0.43179999999999996,-0.7,-0.7
50,-576457987166,0.30479999999999996,-0.7,-0.7
51,-576457987001,0.2794,-0.7,-0.7
52,-576457986838,0.254,-0.7,-0.7
53,-576457983540,1.4986,-0.7,-0.7
54,-576457983372,1.4731999999999998,-0.7,-0.7
55,-576457983209,1.524,-0.7,-0.7
56,-576457983037,1.4986,-0.7,-0.7
57,-576457982538,1.3716,-0.7,-0.7
58,-576457982216,1.4986,-0.7,-0.7
59,-576457980556,0.4064,-0.7,-0.7
60,-576457980392,0.35559999999999997,-0.7,-0.7
61,-576457980220,0.30479999999999996,-0.7,-0.7
62,-576457980057,0.30479999999999996,-0.7,-0.7
63,-576457979884,0.254,-0.7,-0.7
64,-576457979721,0.4064,-0.7,-0.7
65,-576457976579,1.4986,-0.7,-0.7
66,-576457976413,1.4986,-0.7,-0.7
67,-576457976079,1.4986,-0.7,-0.7
68,-576457975914,1.4986,-0.7,-0.7
69,-576457975754,1.4223999999999999,-0.7,-0.7
70,-576457975589,1.397,-0.7,-0.7
71,-576457975076,1.2446,-0.7,-0.7
72,-576457973588,0.4064,-0.7,-0.7
73,-576457973423,0.35559999999999997,-0.7,-0.7
74,-576457973244,0.30479999999999996,-0.7,-0.7
75,-576457973062,0.2794,-0.7,-0.7
76,-576457972903,0.254,-0.7,-0.7
77,-576457969616,1.524,-0.7,-0.7
78,-576457969449,1.4986,-0.7,-0.7
79,-576457969285,1.4986,-0.7,-0.7
80,-576457969123,1.4731999999999998,-0.7,-0.7
81,-576457968960,1.4986,-0.7,-0.7
82,-576457968796,1.4986,-0.7,-0.7
83,-576457968623,1.3716,-0.7,-0.7
84,-576457966649,0.4064,-0.7,-0.7
85,-576457966482,0.35559999999999997,-0.7,-0.7
86,-576457966319,0.30479999999999996,-0.7,-0.7
87,-576457966154,0.2794,-0.7,-0.7
88,-576457965986,0.254,-0.7,-0.7
89,-576457962700,1.524,-0.7,-0.7
90,-576457962536,1.4986,-0.7,-0.7
91,-576457962373,1.4986,-0.7,-0.7
92,-576457962210,1.4986,-0.7,-0.7
93,-576457961873,1.4478,-0.7,-0.7
94,-576457961708,1.3716,-0.7,-0.7
95,-576457959409,0.30479999999999996,-0.7,-0.7
96,-576457959242,0.2794,-0.7,-0.7
97,-576457959075,0.30479999999999996,-0.7,-0.7
98,-576457956093,1.4986,-0.7,-0.7
99,-576457955930,1.4986,-0.7,-0.7
100,-576457955763,1.4986,-0.7,-0.7
101,-576457955592,1.4986,-0.7,-0.7
102,-576457955422,1.4986,-0.7,-0.7
103,-576457954921,1.3716,-0.7,-0.7
104,-576457952955,0.4064,-0.7,-0.7
105,-576457952787,0.3302,-0.7,-0.7
106,-576457952625,0.30479999999999996,-0.7,-0.7
107,-576457952454,0.254,-0.7,-0.7
108,-576457952289,0.2794,-0.7,-0.7
109,-576457949143,1.4986,-0.7,-0.7
110,-576457948962,1.4986,-0.7,-0.7
111,-576457948634,1.4986,-0.7,-0.7
112,-576457948450,1.4731999999999998,-0.7,-0.7
113,-576457948108,1.524,-0.7,-0.7
114,-576457947938,1.2953999999999999,-0.7,-0.7
115,-576457947771,1.27,-0.7,-0.7
