1,-576459995027,0.016157070000000006,-9.554812469999998,-1.9621863900000003,0,0,0,-0.18368,0.5581800000000001,-0.11592
2,-576459994927,0.013763430000000004,-9.538655399999998,-1.9669736700000002,0,0,0,-0.18242,0.5623800000000002,-0.11213999999999999
3,-576459994803,0.032912550000000006,-9.553017239999999,-1.9442340900000004,0,0,0,-0.17765999999999998,0.5602800000000001,-0.11984
4,-576459994687,0.008377740000000002,-9.548229959999999,-1.9675720800000003,0,0,0,-0.17625999999999997,0.5590200000000002,-0.12012
5,-576459994573,0.019747530000000006,-9.558402929999998,-1.9633832100000004,0,0,0,-0.18003999999999998,0.5640600000000001,-0.12096
6,-576459994468,0.009574560000000003,-9.548229959999999,-1.9831307400000002,0,0,0,-0.18438,0.5618200000000002,-0.12054000000000001
7,-576459994360,0.007779330000000002,-9.551820419999999,-1.9777450500000002,0,0,0,-0.18717999999999999,0.5623800000000002,-0.119
8,-576459994249,0.004188870000000001,-9.563190209999998,-1.9651784400000003,0,0,0,-0.17975999999999998,0.5586000000000002,-0.12026
9,-576459994140,0.022141170000000005,-9.557206109999997,-1.9556038800000002,0,0,0,-0.18242,0.5628000000000002,-0.12068
10,-576459994028,0.0035904600000000006,-9.606874139999999,-1.9956973500000004,0,0,0,-0.17892,0.5588800000000002,-0.11227999999999999
11,-576459993933,0.013165020000000005,-9.56618226,-1.9639816200000002,0,0,0,-0.17934,0.5625200000000001,-0.11158
12,-576459993728,0.007779330000000002,-9.556607699999999,-1.9538086500000003,0,0,0,-0.18087999999999999,0.5562200000000002,-0.11676
13,-576459993523,0.014960250000000005,-9.558402929999998,-1.95739911,0,0,0,-0.1813,0.5584600000000002,-0.11326
14,-576459993522,0.033510960000000006,-9.532072889999997,-1.9651784400000003,0,0,0,-0.18074,0.5594400000000002,-0.11213999999999999
15,-576459993319,0.02034594000000001,-9.553017239999999,-1.9603911600000004,0,0,0,-0.17892,0.5601400000000002,-0.11956
16,-576459993317,0.5271992100000001,-12.903514829999997,-2.9974356900000005,0,0,0,-0.16814,0.5681200000000002,-0.12376
17,-576459993114,4.024905660000001,-9.688856309999998,0.7887043800000001,0,0,0,-0.16814,0.5577600000000001,-0.14475999999999997
18,-576459993112,-7.14381858,-11.488873589999997,-2.6527515300000006,0,0,0,-0.22148,0.4986800000000001,-0.22946
19,-576459992909,-0.3285270899999999,-3.0034197899999997,-6.500527830000001,0,0,0,-0.18928,0.5217800000000001,-0.24696
20,-576459992907,-1.0478159099999997,-5.956573139999999,-2.4726301200000003,0,0,0,-0.15847999999999998,0.5335400000000001,-0.2597
21,-576459992704,-0.6097797899999999,-3.8046907799999996,-10.001226330000001,0,0,0,-0.15134,0.5385800000000002,-0.24458
22,-576459992703,-3.92856165,-5.0745168,-7.921153170000001,0,0,0,-0.16183999999999998,0.5303200000000002,-0.23743999999999998
23,-576459992499,-2.9830738499999994,-4.7627451899999995,-6.971476500000001,0,0,0,-0.15036,0.5292000000000002,-0.25395999999999996
24,-576459992498,-2.3631210899999995,-3.0656544299999995,-6.605847990000001,0,0,0,-0.11886,0.5042800000000002,-0.37562
25,-576459992294,-0.5409626399999999,-0.17234207999999995,-7.418488770000001,0,0,0,-0.08442,0.4454800000000001,-0.41594
