1,-576458287215,-0.57478357638,-0.8922309572144591
2,-576458287144,-1.05710203638,-0.8727213020352581
3,-576458287013,0.3383900836200001,-0.8980102837541956
4,-576458286907,0.7333406836200002,-1.0667569508071206
5,-576458286828,0.23905402362000008,-1.037376225064518
6,-576458286683,0.35454715362000006,-0.784915025232455
7,-576458286558,-0.20676142637999997,-0.7936700173925688
8,-576458286488,-0.08767783637999996,-0.8061412235599781
9,-576458286368,-0.01706545637999995,-1.0049335095628789
10,-576458286267,-0.43714927637999995,-0.9195031201208249
11,-576458286178,-1.8057129463800001,-0.8322057066469344
12,-576458286065,-1.11036052638,-0.8382900994827476
13,-576458285960,-1.0349608663799998,-0.8355706031647618
14,-576458285883,0.021831193620000047,-0.7650733024398135
15,-576458285769,0.28094272362000006,-0.905584883452872
16,-576458285666,-0.8129507563799999,-1.0361012421740965
17,-576458285590,0.7327422736200001,-0.9376603781375713
18,-576458285485,-0.30490066638,-0.9027016916332986
19,-576458285392,0.06611353362000005,-0.8579184717996243
20,-576458285257,0.042775543620000064,-0.901414366509485
21,-576458285130,-0.87817744638,-0.9452338194109579
22,-576458285063,-1.35451180638,-0.9357658379393824
23,-576458284924,-0.4742506963799999,-0.9274900763136481
24,-576458284805,0.4580720836200001,-0.8614459053937498
25,-576458284730,-1.00384354638,-0.8282624412827926
26,-576458284593,0.58433659362,-0.8561762859816267
27,-576458284479,-0.24924853637999997,-0.9426200973300587
28,-576458284361,-0.24805171637999993,-0.8330998107484395
29,-576458284286,-1.16302060638,-0.8257968403257231
30,-576458284182,-0.7076305963799999,-0.8246612689149033
31,-576458284066,0.07628650362000006,-0.8907936374701385
32,-576458284002,-1.26056143638,-0.955413746172895
33,-576458283888,-0.35995438637999994,-0.9680019532945977
34,-576458283804,-0.43056676637999997,-0.8952633856740475
35,-576458283693,-0.3204593263799999,-0.9177415986085903
36,-576458283556,-0.6196643263799999,-0.8847540656849432
37,-576458283493,-1.30843423638,-1.0862297365994393
38,-576458283364,-0.51075370638,-1.0139049270298293
39,-576458283301,-1.07146387638,-0.7690235183556957
40,-576458283165,-0.90630271638,-0.8405546921974446
41,-576458283045,-0.32823865637999994,-0.7913984312170269
42,-576458282963,-2.5776618463800003,-0.8872988400065333
43,-576458282831,-0.99785944638,-0.9774818765547673
44,-576458282701,-0.9057043063800001,-0.8248216893630204
45,-576458282613,-0.49160458638,-0.8553667898353987
46,-576458282474,-1.17738244638,-0.8777107827495925
47,-576458282360,-0.5149425763800001,-0.8093325565067
48,-576458282279,-1.05051952638,-0.9625108744296798
49,-576458282136,-0.08827624637999995,-0.8265631172005262
50,-576458281997,-1.51309045638,-0.8851720569922453
51,-576458281924,-0.4562983963799999,-0.7991259430539877
52,-576458281767,-3.57640813638,-0.9466213268678069
53,-576458281634,-0.14153473637999994,-0.9764692984470901
54,-576458281563,-2.97321085638,-0.8341251315343068
55,-576458281445,-0.86261878638,-0.8858885215795771
56,-576458281380,0.1253561236200001,-0.897650213711395
57,-576458281249,-0.6573641563799999,-0.8350116844168743
58,-576458281121,0.9002970736200001,-0.9379337235969142
59,-576458281053,-1.06188931638,-0.9525365467021707
60,-576458280939,0.3778851436200001,-0.9022230617661166
61,-576458280841,-0.23787874637999998,-0.8891983714415759
62,-576458280756,-0.31028635637999996,-0.9083182379652335
63,-576458280639,-0.27557857638,-0.892247418300023
64,-576458280515,-0.57777562638,-0.9460784687606849
65,-576458280390,-1.99540891638,-0.934722139662169
